vocab_id,palabra_nahuatl,traduccion_espanol,variante_nahuatl,categoria,dificultad,imagen_url
P0000,akali,cuartillo,,otras,basico,https://upload.wikimedia.org/wikipedia/commons/b/b7/Museo_Etnol%C3%B3gico_de_Puerto_Seguro_-_Recipientes_de_medida_de_l%C3%ADquidos_1_%2825330227269%29.jpg
P0001,ilhuicatl ,cielo,"iluikak, ilwikat",astronomía y naturaleza,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Linden_trees_and_the_sky_in_Planina%2C_Postojna%2C_Slovenia.jpg/640px-Linden_trees_and_the_sky_in_Planina%2C_Postojna%2C_Slovenia.jpg
P0002,metstli,"luna, mes, pierna",,astronomía y naturaleza,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Full_Moon_%2852077059496%29.jpg/640px-Full_Moon_%2852077059496%29.jpg
P0003,tonali,dia,,otras,basico,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/GreenwUhrWelt.jpg/640px-GreenwUhrWelt.jpg
P0004,tlaka'tsi,buenos dias,,saludos y tiempo,intermedio,https://live.staticflickr.com/7453/10046762206_cafb0a3987_b.jpg
P0005,tlikonextli,ceniza,,otras,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Erupcion_de_ceniza_nevado_kumanday.jpg/640px-Erupcion_de_ceniza_nevado_kumanday.jpg
P0006,yolo’pachiui,paz interior,,otras,intermedio,https://images.unsplash.com/photo-1506126613408-eca07ce68773?q=80&w=799&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0007,inin,"éste, ésta",,palabras referenciales,intermedio,https://www.quia.com/files/quia/users/melinaestrada/demostrativos_aquella.jpg
P0008,ini'ke,"éstos, éstas",,salud y enfermedades,intermedio,https://www.quia.com/files/quia/users/melinaestrada/demostrativos_aquella.jpg
P0009,inon,"éso, ése, ésa",,palabras referenciales,intermedio,https://www.quia.com/files/quia/users/melinaestrada/demostrativos_aquella.jpg
P0010,ino'ke',"ésos, ésas",,palabras referenciales,intermedio,https://www.quia.com/files/quia/users/melinaestrada/demostrativos_aquella.jpg
P0011,nepaka',"aquél, aquéllas",,palabras referenciales,intermedio,https://www.quia.com/files/quia/users/melinaestrada/demostrativos_aquella.jpg
P0012,nepakate',"aquéllos, aquéllas",,palabras referenciales,intermedio,https://www.quia.com/files/quia/users/melinaestrada/demostrativos_aquella.jpg
P0013,xokok,agrio,,otras,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Lemon.jpg/640px-Lemon.jpg
P0014,paki,alegre,,otras,basico,https://images.unsplash.com/photo-1536551739350-d473d0f5d66a?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0015,kujtik,alto,,otras,basico,https://images.unsplash.com/photo-1677230532477-9b031a24c4bc?q=80&w=524&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0016,kuali tlakatl,amable,,otras,intermedio,https://images.unsplash.com/photo-1723433892471-62f113c8c9a0?q=80&w=1412&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0017,tlalpanto,bajito,,otras,intermedio,https://images.unsplash.com/photo-1610030852212-438471e34223?q=80&w=735&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0018,istak,blanco,,colores,basico,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/African_Cape_Daisy_%28Osteospermum_barberiae%29.jpg/640px-African_Cape_Daisy_%28Osteospermum_barberiae%29.jpg
P0019,kualtsi,bonito,,otras,intermedio,https://images.unsplash.com/photo-1638640097173-d1b9b747b540?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0020,motiuiani,bravo,,otras,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Toro_De_Lidia_En_Colombia.JPG/640px-Toro_De_Lidia_En_Colombia.JPG
P0021,kuli,bueno,,saludos y tiempo,basico,https://images.unsplash.com/photo-1520853504280-249b72dc947c?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0022,totonki,caliente,,otras,basico,https://images.unsplash.com/photo-1486915309851-b0cc1f8a0084?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0023,kichi'to,chico,,otras,intermedio,https://images.unsplash.com/photo-1503919545889-aef636e10ad4?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0024,kotok,corto,,otras,basico,https://images.unsplash.com/photo-1610030852212-438471e34223?q=80&w=735&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0025,kanauak,delgado,,otras,basico,https://images.unsplash.com/photo-1656005947689-400af2fa63b1?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0026,uue',dificil,,otras,intermedio,https://st3.depositphotos.com/15362082/17678/v/450/depositphotos_176783122-stock-illustration-salary-man-work-plans-you.jpg
P0027,niuktik,dulce,,otras,basico,https://images.unsplash.com/photo-1764570208257-f9a5fc9ed702?q=80&w=917&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0028,chikauak,duro,,otras,intermedio,https://images.unsplash.com/photo-1592899436433-8abe4656570c?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0029,kokolisyo',enfermo,,otras,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/El_ni%C3%B1o_enfermo._Paris_1886_by_Arturo_Michelena.jpg/640px-El_ni%C3%B1o_enfermo._Paris_1886_by_Arturo_Michelena.jpg
P0030,kualantok,enojado,ika kualantli,saludos y tiempo,intermedio,https://images.unsplash.com/photo-1611689037241-d8dfe4280f2e?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0031,kualaxtli,enojón,,saludos y tiempo,intermedio,https://preguntaleamonica.com/imagenes/pam1118.jpg
P0032,paki,feliz,,otras,basico,https://images.unsplash.com/photo-1624887009213-040347b804c1?q=80&w=1687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0033,itstik,frio,,otras,intermedio,https://images.unsplash.com/photo-1433162653888-a571db5ccccf?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0034,chikauak,fuerte,,otras,intermedio,https://images.unsplash.com/photo-1552820755-733e038f86d5?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0035,tolontik,gordo,,otras,intermedio,https://images.unsplash.com/photo-1634463278803-f9f71890e67d?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0036,tomauak,grueso,,otras,basico,https://images.unsplash.com/photo-1734056450447-2ef5b1a2840a?q=80&w=1473&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0037,ueyi,grande,,otras,basico,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Big_Ben_Elizabeth_Tower_London_2023_01.jpg/640px-Big_Ben_Elizabeth_Tower_London_2023_01.jpg
P0038,poktik,gris,,colores,basico,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Color_icon_gray.svg/640px-Color_icon_gray.svg.png
P0039,kamauak,humedo,,otras,basico,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/BOSQUE_HUMEDO_-_panoramio.jpg/640px-BOSQUE_HUMEDO_-_panoramio.jpg
P0040,telpochtli,joven,,otras,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Young_Ashaninka_girl_in_an_Apiwtxa_village%2C_Acre_state%2C_Brazil.jpg/640px-Young_Ashaninka_girl_in_an_Apiwtxa_village%2C_Acre_state%2C_Brazil.jpg
P0041,uiak,largo,,otras,basico,https://images.unsplash.com/photo-1573160059602-81357cdd480f?q=80&w=721&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0042,tlapaktli,lavado,,otras,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/2015_K%C5%82odzko%2C_ul._Dusznicka%2C_myjnia_samochodowa_02.jpg/640px-2015_K%C5%82odzko%2C_ul._Dusznicka%2C_myjnia_samochodowa_02.jpg
P0043,yolik,lento,,otras,basico,https://live.staticflickr.com/6173/6199611401_02ca1c7775_b.jpg
P0044,chipauak,limpio,,otras,intermedio,https://images.unsplash.com/photo-1585421514284-efb74c2b69ba?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0045,mojkatsi,miedoso,,números,intermedio,https://images.unsplash.com/photo-1483193722442-5422d99849bc?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0046,miyik,mucho,,otras,basico,https://images.unsplash.com/photo-1499334758287-dc8133b315e9?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0047,tliltik,negro,,colores,intermedio,https://images.unsplash.com/photo-1618022325802-7e5e732d97a1?q=80&w=748&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0048,kichini,pequeño,,otras,basico,https://images.unsplash.com/photo-1618022325802-7e5e732d97a1?q=80&w=748&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0049,kokok,picoso,,otras,basico,https://images.unsplash.com/photo-1602237514002-c2d8ae2da393?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0050,a'mo tominye',pobre,,otras,intermedio,https://images.unsplash.com/photo-1624811532681-e58a7e25f273?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0051,tipitsi,poco,,otras,intermedio,https://images.unsplash.com/photo-1542005638-c3507d86bbc9?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0052,kapotstik,prieto,,otras,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Carnaval_de_Ouro_Preto_-_8483073881.jpg/640px-Carnaval_de_Ouro_Preto_-_8483073881.jpg
P0053,postijki,quebrado,,otras,intermedio,https://live.staticflickr.com/3255/3168425434_e86cc09744_b.jpg
P0054,i'sijka,rápido,,otras,intermedio,https://live.staticflickr.com/3031/2934660635_70b598d1ee_b.jpg
P0055,yaualtik,redondo,,otras,intermedio,https://images.unsplash.com/photo-1516567727245-ad8c68f3ec93?q=80&w=749&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0056,alastik,resbaloso,,otras,basico,https://images.unsplash.com/photo-1579474670841-89ed79898c81?q=80&w=765&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0057,tominye’,rico,,otras,intermedio,https://images.unsplash.com/photo-1616645004064-aebe96923cbb?q=80&w=764&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0058,chichiltik,rojo,,colores,intermedio,https://images.unsplash.com/photo-1611242320536-f12d3541249b?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0059,a’mo,salvo,,otras,basico,https://images.unsplash.com/photo-1597159074390-553187c6a860?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0060,tlokoya,triste,,otras,intermedio,https://images.unsplash.com/photo-1564396797585-82f726d7d39a?q=80&w=1471&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0061,soltik,viejo,,otras,basico,https://images.unsplash.com/photo-1511283402428-355853756676?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0062,milauak,VERDADERO,,otras,basico,https://images.unsplash.com/photo-1693501355887-feba194f8828?q=80&w=1571&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0063,no,mi,,otras,basico,https://a.storyblok.com/f/252228/02b55f0608/shutterstock_772062679-1-1.jpg
P0064,mo,tu,,otras,basico,https://a.storyblok.com/f/252228/02b55f0608/shutterstock_772062679-1-1.jpg
P0065,i,su,i tsotsol,otras,basico,https://static.guiainfantil.com/media/46653/c/por-que-no-debemos-quitar-a-los-ninos-su-objeto-de-apego-lg.jpg
P0066,to,nuestro,,otras,basico,https://ehplus.do/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-22-at-8.28.43-AM.jpeg
P0067,namo,su,,otras,basico,https://static.guiainfantil.com/media/46653/c/por-que-no-debemos-quitar-a-los-ninos-su-objeto-de-apego-lg.jpg
P0068,in,sus,,otras,basico,https://revistavive.com/wp-content/uploads/2016/10/ninos-ordenados.jpg
P0069,yolik,despacio,,otras,basico,https://images.unsplash.com/photo-1634047245074-eb92644ed6b0?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0070,semi yolik,muy lento,,otras,intermedio,https://images.unsplash.com/photo-1634047245074-eb92644ed6b0?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0071,yalua,ayer,,saludos y tiempo,basico,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/The_Sacred_Flame_%28Yesterday%2C_Today_and_Tomorrow%29-2021.jpg/640px-The_Sacred_Flame_%28Yesterday%2C_Today_and_Tomorrow%29-2021.jpg
P0072,mostle’,diariamente,,otras,intermedio,https://images.unsplash.com/photo-1502458051560-7f33ac46fda3?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0073,soktepa,después,,saludos y tiempo,basico,https://pbs.twimg.com/media/DG0ZRnRXoAsooR-.jpg
P0074,tla’tlamiayan,finalmente,,saludos y tiempo,intermedio,https://images.unsplash.com/photo-1667644813320-0c6bf26a015d?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0075,axa,hoy,,saludos y tiempo,intermedio,https://images.unsplash.com/photo-1607184439388-53a8e35e2594?q=80&w=677&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0076,mostla,mañana,,saludos y tiempo,intermedio,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/The_Sacred_Flame_%28Yesterday%2C_Today_and_Tomorrow%29-2021.jpg/640px-The_Sacred_Flame_%28Yesterday%2C_Today_and_Tomorrow%29-2021.jpg
P0077,ok ipan,mientras,,saludos y tiempo,basico,https://images.unsplash.com/photo-1692158962133-6c97ee651ab9?q=80&w=880&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0078,niankema,nunca,,saludos y tiempo,intermedio,https://images.unsplash.com/photo-1625457671853-5745024cf1cf?q=80&w=778&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0079,achtopa,primeramente,,otras,basico,https://images.unsplash.com/photo-1682251002952-051ffa79cfd3?q=80&w=880&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0080,nochipa,siempre,,saludos y tiempo,basico,
P0081,miak,mucho,,otras,basico,
P0082,niantle,nada,,otras,intermedio,
P0083,a’mo miak,poco,,otras,intermedio,
P0084,tipitsi,poquito,,otras,intermedio,
P0085,keme',si,,saludos y tiempo,intermedio,
P0086,a'mo,no,,saludos y tiempo,intermedio,
P0087,noijki a'mo,tampoco,,otras,intermedio,
P0088,no iuan,además,,otras,basico,
P0089,a’chika,constantemente,,otras,basico,
P0090,a’mo iuan,exclusive,,saludos y tiempo,intermedio,
P0091,iuan,incluso,,otras,basico,
P0092,kemanian,ocasionalmente,,saludos y tiempo,intermedio,
P0093,soktepa,posteriormente,,otras,basico,
P0094,noijki,también,,saludos y tiempo,basico,
P0095,tlalpa,abajo,,direcciones y lugares,intermedio,
P0096,nepa,allá,ompa,direcciones y lugares,basico,
P0097,nichka,allí,,otras,basico,
P0098,nika,aquí,,direcciones y lugares,basico,
P0099,ue’kapa,arriba,,direcciones y lugares,basico,
P0100,a’mo ue’ka,cerca,,direcciones y lugares,intermedio,
P0101,itlampa in,debajo de,,direcciones y lugares,intermedio,
P0102,tlaixpa,delante,,direcciones y lugares,intermedio,
P0103,tla’tik,dentro,,direcciones y lugares,intermedio,
P0104,pani,encima,,direcciones y lugares,basico,
P0105,kaltenko,fuera,,direcciones y lugares,intermedio,
P0106,ue'ka,lejos,,direcciones y lugares,intermedio,
P0107,ompik,por allá,,direcciones y lugares,basico,
P0108,nikik,por aquí,,direcciones y lugares,basico,
P0109,itech,sobre,,direcciones y lugares,basico,
P0110,keman,cuando,,otras,basico,
P0111,¿kenik?,¿cómo?,,preguntas,basico,
P0112,¿keman?,¿cuándo?,,preguntas,basico,
P0113,¿kechi?,¿cuánto?,,preguntas,basico,
P0114,¿keman?,¿dónde?,,preguntas,basico,
P0115,¿tleka?,¿para qué?,,otras,intermedio,
P0116,¿tleka?,¿por qué?,,preguntas,intermedio,
P0117,¿tlenon?,¿qué?,,preguntas,intermedio,
P0118,¿akinon?,¿quién?,,preguntas,intermedio,
P0119,yolilistili,nacer,,verbos y acciones,intermedio,
P0120,nikilistli,amar,,elementos de la naturaleza,intermedio,
P0121,tlakualistli,comer,,verbos y acciones,intermedio,
P0122,onilistli,beber,,verbos y acciones,intermedio,
P0123,yetos,"ser, estar",,verbos y acciones,intermedio,
P0124,nemachtilistli,aprender,,verbos y acciones,intermedio,
P0125,paxalolistli,pasear,,verbos y acciones,intermedio,
P0126,auiltilistli,jugar,,verbos y acciones,intermedio,
P0127,tikitilistli,trabajar,,verbos y acciones,intermedio,
P0128,o ni mauiltiaya,jugaba,,otras,intermedio,
P0129,o ni momachtiaya,estudiaba,,otras,intermedio,
P0130,o ni moseuiaya,descansaba,,otras,intermedio,
P0131,o ni tekitiaya,trabajaba,,otras,intermedio,
P0132,o ni tlatsotsonaya,tocaba,,otras,intermedio,
P0133,o ni mauiltiskia,jugaría,,verbos y acciones,intermedio,
P0134,o ni momachtiskia,estudiaría,,verbos y acciones,intermedio,
P0135,o ni moseuiskia,descansaría,,verbos y acciones,intermedio,
P0136,o ni tekitiskia,trabajaría,,verbos y acciones,intermedio,
P0137,o ni tlatsotsonaskia,tocaría,,verbos y acciones,intermedio,
P0138,nexixka,ano,,saludos y tiempo,intermedio,
P0139,seyak,axila,,otras,basico,
P0140,tentsontli,"barba, bigote",,otras,intermedio,
P0141,kamak,boca,,partes del cuerpo,basico,
P0142,ma’tsokol,brazo,,partes del cuerpo,intermedio,
P0143,tsonteko,cabeza,,partes del cuerpo,intermedio,
P0144,nakatl,carne,,otras,intermedio,
P0145,xayak,cara,,partes del cuerpo,intermedio,
P0146,ixtentsontli,cejas,,partes del cuerpo,intermedio,
P0147,tla’koyan,cintura,,otras,intermedio,
P0148,molik,codo,,partes del cuerpo,basico,
P0149,tlankochtli,colmillo,,vegetales y hierbas,intermedio,
P0150,kichtli,cuello,,otras,intermedio,
P0151,majpili,dedo de la mano,,saludos y tiempo,intermedio,
P0152,xojpili,dedo del pie,,partes del cuerpo,intermedio,
P0153,tlantli,diente,,partes del cuerpo,intermedio,
P0154,a’koli,hombro,,partes del cuerpo,basico,
P0155,omiyo,hueso,,otras,basico,
P0156,tenxipali,labio,,partes del cuerpo,intermedio,
P0157,ixteayo,lágrima,,otras,intermedio,
P0158,nenepili,lengua,,partes del cuerpo,intermedio,
P0159,majpali,mano,,saludos y tiempo,basico,
P0160,yekman,mano derecha,,saludos y tiempo,basico,
P0161,opochman,mano izquierda,,saludos y tiempo,intermedio,
P0162,yakaktli,nariz,,partes del cuerpo,intermedio,
P0163,ixtelolo’tli,ojo,,partes del cuerpo,intermedio,
P0164,xiktli,ombligo,,partes del cuerpo,intermedio,
P0165,nakastli,oreja,,partes del cuerpo,intermedio,
P0166,tsonkali,pelo,,partes del cuerpo,intermedio,
P0167,tsonixtelolo,pestaña,,partes del cuerpo,intermedio,
P0168,ikxitl,pie,,partes del cuerpo,intermedio,
P0169,kestli,pierna,,partes del cuerpo,intermedio,
P0170,tlankuaitl,rodilla,,partes del cuerpo,intermedio,
P0171,chichiuali,seno,,saludos y tiempo,intermedio,
P0172,itonili,sudor,,otras,basico,
P0173,xolomo’,tobillo,,otras,intermedio,
P0174,istitl,uña,,partes del cuerpo,intermedio,
P0175,maxtsontli,bello púbico,,otras,intermedio,
P0176,lakuitl,pene,,partes del cuerpo,intermedio,
P0177,totoltitl,testículo,,otras,intermedio,
P0178,siuayotl,ovarios,,otras,intermedio,
P0179,maxaktli,vagina,,partes del cuerpo,intermedio,
P0180,uexolotl,guajolote,ue’uejcho,animales domésticos,intermedio,
P0181,mastlakapali,ala,,otras,intermedio,
P0182,tsonteko,cabeza,,partes del cuerpo,intermedio,
P0183,kuitlapili,cola,,vegetales y hierbas,intermedio,
P0184,xokpili,dedos,,números,intermedio,
P0185,elxoluas,escobilla,,otras,intermedio,
P0186,nenepili,lengua,,partes del cuerpo,intermedio,
P0187,yakakuitlatl,moco,,otras,intermedio,
P0188,yakaktli,nariz,,partes del cuerpo,intermedio,
P0189,ixtelolo,ojo,,partes del cuerpo,intermedio,
P0190,ikxitl,pata,,otras,intermedio,
P0191,kichtli,pescuezo,,otras,intermedio,
P0192,tempil,pico,,otras,basico,
P0193,kestli,pierna,,partes del cuerpo,intermedio,
P0194,i’uitl,pluma,,otras,intermedio,
P0195,istitl,uña,,partes del cuerpo,intermedio,
P0196,eltapachtli,buche,,otras,intermedio,
P0197,yolo’tli,corazón,,otras,intermedio,
P0198,kuitlaxkoli,intestinos,,saludos y tiempo,intermedio,
P0199,tememeuj,molleja,,otras,intermedio,
P0200,hichiya,"besícula, hiel",,otras,intermedio,
P0201,kuachichil tototl,pájaro carpintero,tlachochopitani,profesiones y oficios,intermedio,
P0202,pankakauatl,concha,,otras,intermedio,
P0203,ayotochkakauatl,armadillo,,otras,intermedio,
P0204,peso’tli,tejón,,otras,intermedio,
P0205,tenchali,hocico,,otras,intermedio,
P0206,kuetlaxtli,cuero,,otras,intermedio,
P0207,lomo’pan,lomo,,otras,intermedio,
P0208,kalyolkame’,mamiferos domésticos,,otras,intermedio,
P0209,kuakoujkonetl,becerro,,otras,intermedio,
P0210,ichkatl,borrego,,animales domésticos,intermedio,
P0211,poloko,burro,mane’nenki,animales domésticos,basico,
P0212,kauayo',caballo,,animales domésticos,intermedio,
P0213,pitsotl,cerdo,,animales domésticos,intermedio,
P0214,miston,gato,,animales domésticos,basico,
P0215,chichi,perro,itskuintli,animales domésticos,basico,
P0216,kuakujye’,toro,,otras,intermedio,
P0217,uakujlama’,vaca,,animales domésticos,intermedio,
P0218,kujtla’totome’,aves silvestres,,saludos y tiempo,intermedio,
P0219,kuautli,águila,,aves silvestres,intermedio,
P0220,tekolotl,"buho, tecolote",,aves silvestres,intermedio,
P0221,tso'pilotl,"zopilote, buitre",,aves silvestres,intermedio,
P0222,uitsi’tsil,colibrí,,aves silvestres,intermedio,
P0223,kakalotl,cuervo,,aves silvestres,intermedio,
P0224,kili’,cotorra,,otras,basico,
P0225,astatl,garza,,aves silvestres,intermedio,
P0226,kuixi,gávilan,,otras,intermedio,
P0227,tlachpantototl ,golondrina,,aves silvestres,intermedio,
P0228,tsanatl,mirlo,,otras,intermedio,
P0229,uilotl,paloma,,aves silvestres,intermedio,
P0230,tepesolin,perdiz,,otras,intermedio,
P0231,liltototl,tordo,,aves silvestres,intermedio,
P0232,kalyolkatotome’,aves domésticas,,otras,intermedio,
P0233,kuanaka,gallina,lama’pio,animales domésticos,basico,
P0234,kaxtil,gallo,"ki’kiles, cuapelej",animales domésticos,intermedio,
P0235,moteuanikaxtil,gallo de pelea,,animales domésticos,intermedio,
P0236,totoli,guajolota,,otras,basico,
P0237,apiotsi,patito,,otras,intermedio,
P0238,patux,pato,"apio, patox, atototl",animales domésticos,intermedio,
P0239,lama’piotsi,pollita,,animales domésticos,intermedio,
P0240,piotsi,pollito,,animales domésticos,intermedio,
P0241,kujtla’yolkame’,mamíferos silvestres,,saludos y tiempo,intermedio,
P0242,techalotl,ardilla,,mamíferos silvestres,intermedio,
