vocab_id,palabra_nahuatl,traduccion_espanol,variante_nahuatl,categoria,dificultad,imagen_url
P1053,ichkatl,"borrego, algodón, oveja, chaqueta con forro de lana
de borrego",,animales domésticos,intermedio,
P1054,ichkatsintli,borreguito (diminutivo),,otras,intermedio,
P1055,ichpanali,barrido,,otras,intermedio,
P1056,ichpokatl,"muchacha, señora",ichpochtli,otras,intermedio,
P1057,ichtaka,en silencio,,saludos y tiempo,basico,
P1058,ichtakachiua,haz algo a escondidas o en silencio,,saludos y tiempo,intermedio,
P1059,ichtakatsi,calladito,,otras,intermedio,
P1060,ichtijki,ladrón,,otras,intermedio,
P1061,ijkon,así,,otras,basico,
P1062,ika,"con (aplicado a objetos y acciones. Por ejemplo: ika
chikaualis, con fuerza)",,salud y enfermedades,intermedio,
P1063,iksik,maduro,,otras,basico,
P1064,iksotl,izote,,otras,intermedio,
P1065,i’kuak,"cuando, entonces",,números,intermedio,
P1066,ilpi,"amarra, anteponiendo el afijo xik: amárralo",,elementos de la naturaleza,intermedio,
P1067,ilpitok,"está amarrado, por ejemplo: in chichi ilpikatok, el perro está amarrado",,animales domésticos,intermedio,
P1068,ilpikatl,lazo u otro objeto para hacer amarre,,elementos de la naturaleza,intermedio,
P1069,ilpikalistli,"amarramiento, se refiere a cosas que deben amarrarse",,elementos de la naturaleza,intermedio,
P1070,ilui,dile,,otras,basico,
P1071,iluika,díganle,,otras,basico,
P1072,iluikak,"cielo, parte superior que cubre algunas cosas",,astronomía y naturaleza,intermedio,
P1073,iluitl,fiesta,,otras,intermedio,
P1074,iluitla,"va a la fiesta, se divierte en la fiesta",,otras,intermedio,
P1075,iman,su mano,,saludos y tiempo,basico,
P1076,imijkau,su difunto,,otras,basico,
P1077,imolik,su codo,,partes del cuerpo,basico,
P1078,in,"su, por ejemplo: ""In tlakual, su comida""",,otras,intermedio,
P1079,inamijka,"que coincide, que hace pareja con, que le queda",,otras,intermedio,
P1080,inamik,su pareja,,otras,basico,
P1081,inauak,junto a ,,otras,basico,
P1082,inemilis,"su aliento, fuerza interna, espíritu",,otras,intermedio,
P1083,ini,"éste, esto, por ejemplo: ""ini mo axka, esto es tuyo""",,palabras referenciales,intermedio,
P1084,ini’ke’,"éstos, por ejemplo: ""ini'ke mo axkaua, éstos son tuyos""",,salud y enfermedades,intermedio,
P1085,ino,"ése, por ejemplo: ""ino mo axka, ése es tuyo""",,saludos y tiempo,intermedio,
P1086,ino’ke’,"ésos, por ejemplo: ""ino'ke' mo axkaua, ésos son tuyos""",,saludos y tiempo,intermedio,
P1087,intlampa,"entre, por ejemplo: ""intlampa niauj, voy entre ellos""",,otras,intermedio,
P1088,inua,con,,otras,basico,
P1089,ipakilis,su gusto,,otras,intermedio,
P1090,ipan,"sobre, por ejemplo: ""xik tlali ipan koujpantlakualoni, ponlo sobre la mesa""",,hogar y muebles,intermedio,
P1091,ipikyo,"envoltura, capa que cubre algo de manera natural o artificial",,otras,intermedio,
P1092,istak,"blanco, de color de la nieve o de la leche, se les dice así a los europeos",,colores,intermedio,
P1093,istatl,sal,,otras,intermedio,
P1094,istayotl,agua salada,,elementos de la naturaleza,intermedio,
P1095,istitl,uña,,partes del cuerpo,intermedio,
P1096,ita,"ve, mira",,otras,intermedio,
P1097,itaka,vean,,otras,basico,
P1098,i’takatl,"itacate, lonche",,otras,intermedio,
P1099,iteko,su dueño,,otras,basico,
P1100,itenko,"su orilla, orilla de algún objeto",,otras,intermedio,
P1101,itich,"sobre, encima de",,direcciones y lugares,intermedio,
P1102,i’tik,dentro de,,direcciones y lugares,basico,
P1103,itla,"su diente, cuerpo duro en la cavidad bucal que sirve de órgano de masticación o defensa",,saludos y tiempo,intermedio,
P1104,itlampa,debajo de,,direcciones y lugares,intermedio,
P1105,itskuintli,"perro, mamífero doméstico de la familia de los caninos",,saludos y tiempo,intermedio,
P1106,i’tsoma,cose,,otras,intermedio,
P1107,i’tsomia,sacude su nariz,,partes del cuerpo,intermedio,
P1108,itstia,se enfría,,otras,intermedio,
P1109,itstik,"frío, temperatura inferior a la ordinaria, persona con indiferencia, sin gracia",,saludos y tiempo,intermedio,
P1110,itstikatl,agua fría,,elementos de la naturaleza,intermedio,
P1111,itstili,enfríalo,,otras,intermedio,
P1112,itstok,visto,,otras,intermedio,
P1113,iuan,con,,otras,basico,
P1114,iuanka’,está con él (ella),,otras,intermedio,
P1115,i’uitl,"pluma (que cubre el cuerpo de las aves), se refiere al instrumento para escribir",,otras,intermedio,
P1116,ixa,modísmo que denota duda,,saludos y tiempo,intermedio,
P1117,i’xamis,lavarse la cara,,partes del cuerpo,intermedio,
P1118,ixa’kal,su jacal,,otras,intermedio,
P1119,ixchi’kol,ojo chueco,,partes del cuerpo,intermedio,
P1120,ixchiualistli,"mal de ojo, en la cultura nahua es dominio de vista fuerte",,partes del cuerpo,intermedio,
P1121,ixcho’choka,lloroso,,otras,intermedio,
P1122,ixcholoni,lagrimea,,otras,intermedio,
P1123,ixeua,levantar la cara,,partes del cuerpo,intermedio,
P1124,ixi’sa,"despierta, interrumpir el sueño de quien duerme",,partes del cuerpo,intermedio,
P1125,ixi’salistli,despertar,,otras,intermedio,
P1126,ixkisa,deambula,,otras,intermedio,
P1127,ixkiski,"parrandero, parranda",,otras,intermedio,
P1128,ixkuak,"frente, parte superior de la cara ubicada entre las sienes",,saludos y tiempo,intermedio,
P1129,ixkuikuil,"payaso, persona con vitiligo en la cara",,partes del cuerpo,intermedio,
P1130,ixmati,"conocer, entender, saber, averiguar las cualidades de las cosas",,saludos y tiempo,intermedio,
P1131,ixmatilistli,"conocimiento, ciencia",,saludos y tiempo,intermedio,
P1132,ixmojtilistli,sentir miedo al observar algo,,verbos y acciones,intermedio,
P1133,ixnamike’,"tiene pareja, es casado",,otras,intermedio,
P1134,ixnamikilistli,"encuentro, toparse con alguna persona u objeto, confrontación",,otras,intermedio,
P1135,ixnimilistli,observación,,verbos y acciones,intermedio,
P1136,ixochiyo,brote de la flor de donde saldrá el fruto,,otras,intermedio,
P1137,ixolini,movimiento involuntario por influencia del nervio ocular,,otras,intermedio,
P1138,ixpan,frente a,,otras,intermedio,
P1139,ixpanti,"pónselo frente a, pónselo enfrente",,otras,intermedio,
P1140,ixpantilistli,presentación,,otras,intermedio,
P1141,ixpeliui,estar atento visualmente,,verbos y acciones,intermedio,
P1142,ixsimali,firma,,otras,intermedio,
P1143,ixsokiyo’,sucio de la parte frontal o de la cara,,partes del cuerpo,intermedio,
P1144,ixsoua,extiéndelo,,otras,intermedio,
P1145,ixten ayotimo,su lágrima resbala por su rostro,,otras,intermedio,
P1146,ixtenpatsak,tuerto,,otras,intermedio,
P1147,ixtenposaui,hinchazón del ojo,,partes del cuerpo,intermedio,
P1148,ixtilolo,"ojo, agujero que tiene la aguja o los anillos de la tijera",,partes del cuerpo,intermedio,
P1149,ixtipotseui,se pela de la cara,,partes del cuerpo,intermedio,
P1150,ixtipotseujtok,se está pelando de la cara,,partes del cuerpo,intermedio,
P1151,ixtoma,"desenredar, desarrollar, desenvolverse con soltura, salir de dificultades",,astronomía y naturaleza,intermedio,
P1152,ixtoka,clavar la mirada,,otras,intermedio,
P1153,ixtlachialistli,preocupación,,otras,intermedio,
P1154,ixtlasa,"despreciar, no aceptar, desestimar, falta de aprecio, discriminar por cualquier motivo",,saludos y tiempo,intermedio,
P1155,ixtlasalistli,discriminación,,otras,intermedio,
P1156,ixtle’kolistli,subir una cuesta,,otras,intermedio,
P1157,ixtlikisa,ardor en los ojos,,partes del cuerpo,intermedio,
P1158,ixtlokoya,con la cara triste,,partes del cuerpo,intermedio,
P1159,i’yak,"apestoso, maloliente",,salud y enfermedades,intermedio,
P1160,iyo’ana,aspira,,otras,basico,
P1161,i’yotia,"respirar, absorber el aire por pulmones/tráquea/branquías",,elementos de la naturaleza,intermedio,
P1162,iyo’tilistli,respiración,,otras,intermedio,
P1163,i’yotl,aire que se respira,,elementos de la naturaleza,intermedio,
P1164,iyo’tlami,"se le acaba la respiración, final de este signo vital",,saludos y tiempo,intermedio,
P1165,i’youilistli,"tolerancia, sufrimiento, padecimiento conformidad",,otras,intermedio,
P1166,k,tercera consonante y sexta letra en el alfabeto por su ubicación,,otras,intermedio,
P1167,kachi,más,,otras,basico,
P1168,ka’kaki,escuchar a escondidas,,otras,intermedio,
P1169,ka’kalaki,visita que alguien hace de casa en casa  (se utiliza con las tres primeras personas del singular),,saludos y tiempo,intermedio,
P1170,kakalotik,"tieso por suciedad por ejemplo: lona sucia, ropa sucia que endurece",,otras,intermedio,
P1171,ka’kapak,"tonto, persona escasa de entendimiento o de razón, persona con deficiencia mental",,números,intermedio,
P1172,ka’kaua,suéltalo,,otras,basico,
P1173,kakauatl,cacahuate,,granos y semillas,intermedio,
P1174,kakauatla’,lugar de sembradio de cacahuate,,granos y semillas,intermedio,
P1175,kaki,oye,,otras,basico,
P1176,kakili,escúchalo,,otras,basico,
P1177,kakilistli,escuchar,,otras,intermedio,
P1178,kalaki,"pásala adentro, métete, introdúcete",,direcciones y lugares,intermedio,
P1179,kalakoyan,"entrada, puerta",,otras,intermedio,
P1180,kalatl,agua de cuando llueve escurre del techo de la casa,,elementos de la naturaleza,intermedio,
P1181,kalaki,se mete,,otras,basico,
P1182,kalakili,méteselo,,otras,intermedio,
P1183,kalchiujki,persona que construye su casa,,otras,intermedio,
P1184,kalchiua,hacer casa o casas,,otras,intermedio,
P1185,kali,"casa, habitacion",,otras,intermedio,
P1186,kali’tik,adentro de la casa,,direcciones y lugares,intermedio,
P1187,kalkochiloyan,"hotel, recámara, dormitorio",,elementos de la naturaleza,intermedio,
P1188,kalpa’namakaloyan,farmacia,,otras,intermedio,
P1189,kaltlalmanali,terraplén,,otras,intermedio,
P1190,kamak,boca,,partes del cuerpo,basico,
P1191,kamaktli,bocado,,partes del cuerpo,intermedio,
P1192,kamanali,grosería,,verbos y acciones,intermedio,
P1193,kamanalti,grosero,,verbos y acciones,intermedio,
P1194,kamapaka,acto de lavarse la boca,,partes del cuerpo,intermedio,
P1195,kamapalani,se pudre de la boca,,partes del cuerpo,intermedio,
P1196,kamapalaxtli,putrefacción en la boca,,partes del cuerpo,intermedio,
P1197,kamapano,decir una palabra obscena,,otras,intermedio,
P1198,kamapiki,cubrirse la boca,,partes del cuerpo,intermedio,
P1199,kamapoteui,"halitosis, fetidez del aliento",,saludos y tiempo,intermedio,
P1200,kamatenki,con la boca llena,,partes del cuerpo,intermedio,
P1201,kamatitlatsiktli,golpe en la boca,,partes del cuerpo,intermedio,
P1202,kamatlasa,llevarse un objeto a la boca,,partes del cuerpo,intermedio,
P1203,kamatsakua,cierra la boca,,partes del cuerpo,intermedio,
P1204,kamauia,habla,,otras,basico,
P1205,kamixa’,camisa (prenda de vestir para mujer o varón),,otras,intermedio,
P1206,kamo’tli,camote,,otras,intermedio,
P1207,kampaxo,trágatelo,,otras,intermedio,
P1208,kampaxtik,tosco,,salud y enfermedades,intermedio,
P1209,kana’,"si acaso, tal vez",,saludos y tiempo,intermedio,
P1210,kanauak,delgado,,otras,basico,
P1211,kanauaktsi,delgadito,,otras,intermedio,
P1212,kani,"donde, ¿dónde?",,preguntas,intermedio,
P1213,kanik,"por donde, ¿por dónde?",,otras,intermedio,
P1214,kanon,¿quién sabe dónde?,,otras,intermedio,
P1215,kapani,suena,,otras,basico,
P1216,kapits,desnudo,,otras,intermedio,
P1217,kapitso,desnúdalo,,otras,intermedio,
P1218,kapitsaujtok,está desnudo,,otras,intermedio,
P1219,kapoli,capulín,,otras,basico,
P1220,kaputstik,prieto,,otras,intermedio,
P1221,kaputsaui,se hace prieto,,otras,intermedio,
P1222,ka’so,"denota probabilidad por ejemplo: ""ka’so oti uala’, no sabía que
viniste, ka’so tik mati, no sabía que supieras""",,saludos y tiempo,intermedio,
P1223,katle’,¿cuál?,,otras,intermedio,
P1224,katle’,dámelo,nech maka,otras,intermedio,
P1225,kauili,déjaselo,,otras,basico,
P1226,kauili,sobrante,,otras,basico,
P1227,kauilika,déjenselo,,otras,intermedio,
P1228,kauitl,tiempo,,otras,intermedio,
P1229,kaxani,"se afloja, aflójalo",,otras,intermedio,
P1230,kaxanki,"está flojo (se refiere a una tuerca, un tornillo o cualquier otro objeto)",,partes del cuerpo,intermedio,
P1231,kaxantika’,se está aflojando,,otras,intermedio,
P1232,kaxantok,"está flojo, no apretado",,saludos y tiempo,intermedio,
P1233,kaxitl,plato,,utensilios de cocina,intermedio,
P1234,kaxitl,gallo (regionalismo),,animales domésticos,intermedio,
P1235,kaxtilchane’,"oriundo de Castilla, que vive en Castilla",,otras,intermedio,
P1236,kaxtil tla’toli,lengua castellana,,partes del cuerpo,intermedio,
P1237,kaxtoli,quince (numeral),,otras,intermedio,
P1238,kayani,se desmorona,,otras,basico,
P1239,kayanki tomi,dinero en monedas,,otras,intermedio,
P1240,kechi,cuánto,,otras,basico,
P1241,keman,cuándo,,otras,basico,
P1242,kemanían,de vez en cuando,,otras,intermedio,
P1243,keme’,si,,saludos y tiempo,basico,
P1244,kemi,"ponte el abrigo, Se le antepone el afijo xik por ejemplo: ""xik kemi, ponte el abrigo""",,otras,intermedio,
P1245,kemitl,abrigo,,otras,intermedio,
P1246,kenik,cómo,,otras,basico,
P1247,ken monekis,como quiera usted (nótese contracción en kenik-ken),,otras,intermedio,
P1248,keski,cuántos,,salud y enfermedades,basico,
P1249,keskinte,cuántos son,,salud y enfermedades,intermedio,
P1250,kesnikuil,chueco de las piernas,,partes del cuerpo,intermedio,
P1251,kestolo,pierna gruesa,,partes del cuerpo,basico,
P1252,kestontli,piernita,,partes del cuerpo,intermedio,
P1253,kestli,pierna (de personas y animales),,partes del cuerpo,intermedio,
P1254,kiauak,lugar en donde se puede uno mojar (afuera),,saludos y tiempo,intermedio,
P1255,kiaui,llueve,,otras,basico,
P1256,kiauitl,lluvia,,astronomía y naturaleza,intermedio,
P1257,kiaujtla’,lugar lluvioso,,otras,intermedio,
P1258,kiana,"tomar, agarrar",,elementos de la naturaleza,intermedio,
P1259,kichakia,"se disloca (la mano, el pie)",,saludos y tiempo,intermedio,
P1260,kichini,"chiquito, pequeño",,otras,intermedio,
P1261,kichtli,cuello,,otras,intermedio,
P1262,kichokilia,le llora,,otras,intermedio,
P1263,kichpalani,"infección cutánea en el cuello, putrefacción en el cuello",,otras,intermedio,
P1264,kichpanoua,carga algún objeto en el área del cuello,,otras,intermedio,
P1265,kichpatska,ahórcalo,,otras,intermedio,
P1266,kichpitsak,delgado del cuello,,otras,intermedio,
P1267,kichpiloua,lo cuelga de su cuello,,otras,intermedio,
P1268,kili’,cotorro,,otras,basico,
P1269,kilitl,quelite,,vegetales y hierbas,intermedio,
P1270,kilui,dile,,otras,basico,
P1271,kimichi,ratón,,mamíferos silvestres,basico,
P1272,kimichtla’,lugar donde abundan los ratones,,otras,intermedio,
P1273,kochi,duerme,,otras,basico,
P1274,kochilistli,"somnolencia, insomnio",,saludos y tiempo,intermedio,
P1275,kochtemikilistli,sueño,,otras,intermedio,
P1276,kochtok,está durmiendo,,otras,basico,
P1277,kochtoke’,están durmiendo,,otras,intermedio,
P1278,kochtlasa,hacer dormir a alguien ,,otras,intermedio,
P1279,kochtla’toua,hablar durmiendo,,otras,intermedio,
P1280,kochtsatsi,lorrar durmiendo,,otras,intermedio,
P1281,kochpoliui,se pierde en el sueño,,partes del cuerpo,intermedio,
P1282,kokolismaka,acción de enfermarse,,elementos de la naturaleza,intermedio,
P1283,kokolismaualtilistli,enfermedad contagiosa,,otras,intermedio,
P1284,kokolistli,enfermedad,,otras,intermedio,
P1285,kokolisyo,está enfermo,,otras,intermedio,
P1286,kokolisyouas,se va a enfermar,,elementos de la naturaleza,intermedio,
P1287,kokoxki,enfermo,,otras,intermedio,
P1288,kokoxkime’,enfermos,,otras,intermedio,
P1289,koliui,"se enchueca, se tuerce",,otras,intermedio,
P1290,koliuia,"curvado, por la curva",,otras,intermedio,
P1291,kolotl,alacrán,,insectos y reptiles,intermedio,
P1292,koltik,torcido,,otras,basico,
P1293,komali,comal,,utensilios de cocina,basico,
P1294,komikatl,bejuco,,otras,intermedio,
P1295,komikatla’,lugar de bejuco abundante,,otras,intermedio,
P1296,komitl,olla,,utensilios de cocina,intermedio,
P1297,komoni,acción de sonar,,otras,intermedio,
P1298,kompale,compadre,,otras,basico,
P1299,kopa,"regresar por ejemplo: ""ni mo kopa, me regreso; ti mo kopa, te regresas""",,otras,intermedio,
P1300,kopak,garganta,,otras,basico,
P1301,kopili,vacíaselo,,otras,basico,
P1302,kopini,zafarse,,otras,basico,
P1303,kosa’tli,comadreja,,otras,intermedio,
P1304,koseui,se hace amarillo,,colores,intermedio,
P1305,koskatl,"collar, gargantilla",,indumentaria,intermedio,
P1306,kostik,amarillo,,colores,basico,
P1307,kotona,reviéntalo,,otras,basico,
P1308,kotoni,"se revienta, se corta",,otras,intermedio,
P1309,kotonki,está reventado,,otras,basico,
P1310,koua,"cómpralo se usa anteponiéndole el prefijo xik, xik koua",,otras,intermedio,
P1311,kouatl,serpiente,,partes del cuerpo,intermedio,
P1312,koujtla’,monte,,otras,intermedio,
P1313,koujtsontil,tronco,,otras,intermedio,
P1314,kouitl,"leña, árbol",,otras,intermedio,
P1315,koxon,macho,,otras,intermedio,
P1316,koxoni,agítalo,,otras,intermedio,
P1317,koxonki,está agitado,,otras,intermedio,
P1318,koyoktli,"agujero, hoyo",,saludos y tiempo,intermedio,
P1319,koyoni,"agujéralo, se agujera",,otras,intermedio,
P1320,koyonki,está agujerado,,otras,basico,
P1321,koyotl,"coyote, dícese también de las personas elegantes",,saludos y tiempo,intermedio,
P1322,kua’kuali,están buenos,,saludos y tiempo,intermedio,
P1323,kualani,se enoja,,saludos y tiempo,basico,
P1324,kualantli,enojo,,saludos y tiempo,intermedio,
P1325,kualantok,está enojado,,saludos y tiempo,intermedio,
P1326,kuali,está bueno,,saludos y tiempo,basico,
P1327,kualika,"lo trae, tráetelo",,otras,intermedio,
P1328,kualika’,está bien,,otras,intermedio,
P1329,kualoni,comestible,,otras,basico,
P1330,kualtsin,"bonito, hermoso",,otras,intermedio,
P1331,kuanikuil,pensar incorrectamente,,otras,intermedio,
P1332,kuaseualoni,sombrero,,indumentaria,intermedio,
P1333,kuatiki,"cortarse el pelo, se usa colocándole el pronombre personal xi nech por ejemplo: ""xi nech kuatiki, peluquéame""",,saludos y tiempo,intermedio,
P1334,kuatomatl,especie de tomate pequeño de color rojizo con abundante semilla cuyo sabor difiere del jitomate típico en la preparación de salsas de la región huasteca,,vegetales y hierbas,intermedio,
P1335,kuaxapo’ui,echarse jabón en la cabeza,,partes del cuerpo,intermedio,
P1336,kuaxilotl,cuajilote,,otras,intermedio,
P1337,kuaxipeui,"proceso de la caída del cabello, calvicie",,otras,intermedio,
P1338,kuaxipits,pelón,,otras,intermedio,
P1339,kuaxiuilistli,pérdida de la atención consciente,,números,intermedio,
P1340,kuechtik,"molido, sustancia triturada",,otras,intermedio,
P1341,kueliui,"se tuerce, se enchueca",,otras,intermedio,
P1342,kueltik,chueco,,otras,basico,
P1343,kuepa,se voltea,,otras,basico,
P1344,kueponi,"revienta, truena, brota",,otras,intermedio,
P1345,kuetlaxtik,cuerudo,,otras,intermedio,
P1346,kuetlaxtli,cuero,,otras,intermedio,
P1347,kue’tli,"enagua, enredo, prenda indígena",,elementos de la naturaleza,intermedio,
P1348,kueltik,chueco,,otras,basico,
P1349,kue’xiluia,lo porta en la cintura por ejemplo:un arma,,otras,intermedio,
P1350,kuimitl,surco,,otras,intermedio,
P1351,kuinka’,"en surco, sembradío en surcos",,otras,intermedio,
P1352,kuinte,surcos,,otras,basico,
P1353,kuitlapa,"atrás, detrás de, espalda",,otras,intermedio,
P1354,kuitlapaui,síguelo,,otras,intermedio,
P1355,kuitlapauilistli,seguimiento,,otras,intermedio,
P1356,kuitlapili,"cola, rabo",,vegetales y hierbas,intermedio,
P1357,kuitlapilkotok,cola mocha,,vegetales y hierbas,intermedio,
P1358,kuitlatl,"defecación, excremento",,otras,intermedio,
P1359,kuitlaxkoapan,"Puebla, estado de Puebla",,otras,intermedio,
P1360,kuitlaxkoli,intestino,,saludos y tiempo,intermedio,
P1361,kuix,"será, acaso (expresa duda o imprecisión) ""¿kuix ualas?, ¿vendrá acaso? ¿será que vendrá?""",,saludos y tiempo,intermedio,
P1362,kuixi,gavilán,,otras,intermedio,
P1363,kuixtsa’tsi,imita el chillido de un gavilán,,otras,intermedio,
P1364,kujtsa’tsi,acción de gritar,,otras,intermedio,
P1365,kujtsa’tsilistli,grito,,otras,intermedio,
P1366,kujtsa’tsiskatl,gritón,,otras,intermedio,
P1367,kuku’yak,olor a orín,,otras,intermedio,
P1368,kulanto,cilantro,,vegetales y hierbas,basico,
P1369,lalax,naranja,,frutas,intermedio,
P1370,lalaxtik,anaranjado,,colores,intermedio,
P1371,lamatsi,señora,,otras,intermedio,
P1372,lemon,limón,xokok,vegetales y hierbas,basico,
P1373,lomo,espalda,kuitlapa,otras,basico,
P1374,lomo’tilanas,se estirará de la espalda,,otras,intermedio,
P1375,lomo’uis,cargarlo en la espalda,,otras,intermedio,
P1376,m,"quinta consonante en el alfabeto, octava en su posición",,saludos y tiempo,intermedio,
P1377,mach,"es que por ejemplo: ""mach tik pia, es que tienes""",,otras,intermedio,
P1378,majpili,dedo de la mano,,saludos y tiempo,intermedio,
P1379,maka,dale,,otras,basico,
P1380,makaka,denle,,otras,basico,
P1381,makaua,"despegarse un objeto en un punto de unión, dejar de trabajar al final de la jornada",,verbos y acciones,intermedio,
P1382,makpali,mano,,saludos y tiempo,basico,
P1383,makuili,cinco,,números,basico,
P1384,malina,enreda,,otras,basico,
P1385,malinali,enredadera,,otras,intermedio,
P1386,mamitlatl,mano del metate,,saludos y tiempo,intermedio,
P1387,masakoatl,mazacuata (variedad de serpiente),,partes del cuerpo,intermedio,
P1388,masatl,venado,,mamíferos silvestres,intermedio,
P1389,maski,"aunque, de acuerdo",,otras,intermedio,
P1390,mastlakapal,ala,,otras,intermedio,
P1391,matsokol,brazo,,partes del cuerpo,intermedio,
P1392,maualtilistli,contagio,,otras,intermedio,
P1393,mauiso,"diviértete, recrear la vista, para su aplicación se anteponen afijos como xik por ejemplo: ""xik mauiso, obsérvalo""",,otras,intermedio,
P1394,mauisolistli,"diversión, recreo, pasatiempo, solaz, distracción, placer",,saludos y tiempo,intermedio,
P1395,mech,"les por ejemplo: ""mech notsa’, les hablan""",,saludos y tiempo,intermedio,
P1396,mekapali,"mecapal, lazo provisto para cargar leña con la frente",,otras,intermedio,
P1397,mekapalui,cárgatelo con el mecapal,,otras,intermedio,
P1398,mekatl,"lazo, mecate",,otras,intermedio,
P1399,mekauj,"amante, persona con quien se tiene relación sentimental extramaritalmente",,elementos de la naturaleza,intermedio,
P1400,metstli,"luna, mes, pierna",,astronomía y naturaleza,intermedio,
P1401,mexkali,pulque,,otras,intermedio,
P1402,Mexiko,México,,otras,intermedio,
P1403,mextli,nube,,astronomía y naturaleza,intermedio,
P1404,meya,frase que se usa de manera general cuando líquido sale de algún lugar,,otras,intermedio,
P1405,miak,"mucho, bastante, sobrado",,otras,intermedio,
P1406,miakili,"reprodúcelo, multiplícalo,haz que rinda",,otras,intermedio,
P1407,miakiya,"se hace mucho, se multiplica",,otras,intermedio,
P1408,miakten,son muchos,,otras,basico,
P1409,michi,pez,,animales acuáticos,basico,
P1410,mijkailuitl,fiesta de los fieles difuntos,xantolo,salud y enfermedades,intermedio,
P1411,mijki,difunto,,otras,basico,
P1412,miki,se muere,,otras,basico,
P1413,mikilistli,muerte,,otras,intermedio,
P1414,mikis,se va a morir,,otras,intermedio,
P1415,mikti,mátalo,,otras,basico,
P1416,miktok,está muerto,,otras,basico,
P1417,miktlan,"inframundo, puede referirse al panteón",,otras,intermedio,
P1418,mila’,en la milpa,,números,intermedio,
P1419,milauak,"derecho, recto, de verdad, cierto",,otras,intermedio,
P1420,mili,milpa maizal,,números,basico,
P1421,miloka,"siembren, siémbrenlo, prodúzcanlo",,saludos y tiempo,intermedio,
P1422,mimiki,"loco, que ha perdido la razón, disparatado, imprudente",,otras,intermedio,
P1423,mimikilis,"locura, exaltación del ánimo por incentivo externo",,saludos y tiempo,intermedio,
P1424,mimiliui,se desparrama,,otras,intermedio,
P1425,mimilo,"ruédalo, revuélcalo",,otras,intermedio,
P1426,mimiloua,se rueda,,otras,intermedio,
P1427,mina,acto de picar (insecto),,otras,intermedio,
P1428,miston,gato,,animales domésticos,basico,
P1429,mitl,"lanza, flecha, pubta de la coa que se utilia para sembrar, se usa también para referirse al miembro viril, pene",,saludos y tiempo,intermedio,
P1430,mixkiauitl,llovizna,,otras,intermedio,
P1431,mo,"tu por ejemplo: ""mo tokauj, tu nombre; mo altepeuj, tu comunidad; mo piluan, tus hijos""",,saludos y tiempo,intermedio,
P1432,mo’tsoli,"agarrado, apretujado",,otras,intermedio,
P1433,mo’tsolo,atrápalo,,otras,intermedio,
P1434,moixeua,levanta la cara,,partes del cuerpo,intermedio,
P1435,moixtlaua,liquida su adeudo,,otras,intermedio,
P1436,mokamapiki,se cubra la boca,,partes del cuerpo,intermedio,
P1437,molichtik,alborotado,,otras,intermedio,
P1438,molik,codo (parte del brazo),,partes del cuerpo,intermedio,
P1439,moloktik,oloroso,,otras,intermedio,
P1440,moloni,"hervor, huele",,otras,intermedio,
P1441,moseuia,"se apaga, descansa, descanso, por ejemplo: ""ijkon moseuia, así se apaga; yi moseuia, ya descansa; xi mo seui, tómate un descanso""",,otras,intermedio,
P1442,mo’siuia,molesta,,otras,intermedio,
P1443,mo’siuilistli,"molestia, fastidio",,otras,intermedio,
P1444,mostla,mañana,,saludos y tiempo,intermedio,
P1445,mostle’,diario,,otras,intermedio,
P1446,motiuiani,"gladiador, boxeador, quien pelea en la calle",,otras,intermedio,
P1447,motiuiske’,se van a pelear,,otras,intermedio,
P1448,motlamia,buscar pretexto,,otras,intermedio,
P1449,motsikoua,se detiene,,otras,intermedio,
P1450,moxiui,darse golpes con las hojas (en el baño de temascal),,otras,intermedio,
P1451,moxiuj,"tu edad, tus años",,otras,intermedio,
P1452,moyoni,"se alborota por ejemplo: ""un nido de abejas, un hormiguero""",,otras,intermedio,
P1453,n,"sexta consonante en el alfabeto náhuatl y novena letra por
su ubicación",,saludos y tiempo,intermedio,
P1454,nakasijkisa,"se refiere a que algo se ladea por ejemplo: ""un edificio, un árbol, etc.""",,otras,intermedio,
P1455,nakasijuitsi,que pierde su posición vertical,,saludos y tiempo,intermedio,
P1456,nakaskuitlatl,cerumen,,otras,intermedio,
P1457,nakastli,oreja,,partes del cuerpo,intermedio,
P1458,nakastolo,sordo,a’mo tlakaki,otras,intermedio,
P1459,nakastoneuilistli,ardor en la oreja,,partes del cuerpo,intermedio,
P1460,nakastoneui,ardor de la oreja por enrojecimiento,,partes del cuerpo,intermedio,
P1461,kakastlatla,se quema de la oreja,,partes del cuerpo,intermedio,
P1462,nakastsa’tsi,zumbido en el oído,,otras,intermedio,
P1463,nakastsontli,vello interno del oído,,saludos y tiempo,intermedio,
P1464,nakasui,póntelo en el oído,,otras,intermedio,
P1465,nakasuilana,"llamar la atención, jalar la oreja",,partes del cuerpo,intermedio,
P1466,nakasxotla,le corta la oreja,,partes del cuerpo,intermedio,
P1467,nakas yiskisa,hemorragia en el oído,,otras,intermedio,
P1468,nakatamali,tamal de carne,,otras,intermedio,
P1469,nakanamakani,carnicero,,profesiones y oficios,intermedio,
P1470,nakatl,carne,,otras,intermedio,
P1471,nakayo’,carnoso,,saludos y tiempo,basico,
P1472,nakayotia,se encarna,,otras,intermedio,
P1473,nakayotilis,encarnación,,otras,intermedio,
P1474,naliui,"arde, enciende",,números,intermedio,
